Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	18	-0.9665886
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	20	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	22	-2.3158048
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	24	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	26	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	28	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	30	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	32	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	34	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	36	-3.6760276
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	38	
FR1/94-GC3	FR1-94-GC3	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	De Deckker et al. (2019)	doi:10.1080/08120099.2018.1495101	A	F	-44.2600	150.0000	13.8752183	40	
