Event	Site	Reference (SST proxy reference)	URL ref (SST proxy reference)	Reference (d18O reference)	URL ref (d18O reference)	Season (A annual S summer (months JFM))	Proxy (A alkenone UK'37 D diatom as...)	Latitude	Longitude	SST [°C] (Reconstructed)	Age [ka BP] (Chronology follows Lisiecki a...)	SST anomaly [°C] (Anomaly relative to the World...)
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	196	-1.5759926
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	198	-0.3614939
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	200	0.8337642
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	202	0.3321408
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	204	-1.0250927
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	206	-3.2439473
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	208	
MD97-2120	MD97-2120	Pahnke et al. (2003)	doi:10.1126/science.1084451	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	A	M	-45.5343	174.9308	10.9068812	210	-0.5937809
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	0	-0.4544841
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	2	-0.5102085
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	4	0.0830635
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	6	1.6545901
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	8	1.6140948
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	10	0.0471428
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	12	-0.8638113
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	14	-1.8274978
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	16	-2.4575300
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	18	-3.1014242
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	20	-3.4933848
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	22	-3.4340684
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	24	-2.9488521
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	26	-3.3265230
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	28	-3.6472480
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	30	-3.9851481
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	32	-3.1638018
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	34	-2.7429528
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	36	-2.9235440
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	38	-2.5490661
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	40	-3.1533412
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	42	-3.1844166
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	44	-3.1203913
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	46	-3.6106812
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	48	-3.8487495
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	50	-3.8880550
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	52	-3.4626803
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	54	-3.5587804
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	56	-3.3165873
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	58	-2.2625152
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	60	-1.1116699
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	62	-1.9452482
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	64	-2.8610587
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	66	-3.2653805
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	68	-3.4728200
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	70	-2.6054642
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	72	-2.9337702
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	74	-2.4209112
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	76	-2.2367267
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	78	-2.3582724
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	80	-1.7172720
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	82	-0.3651069
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	84	0.1725523
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	86	-0.9279684
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	88	-2.5739090
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	90	-3.1549077
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	92	-3.5538515
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	94	-3.4652882
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	96	-2.9869681
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	98	-3.1093496
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	100	-2.6202921
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	102	-1.3280574
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	104	-1.0489794
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	106	-0.8815193
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	108	-0.4579889
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	110	-1.4308870
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	112	-2.4601796
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	114	-2.5596293
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	116	-2.0198735
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	118	0.1012707
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	120	0.8663366
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	122	1.1673485
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	124	1.8745741
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	126	2.9088943
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	128	3.0509741
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	130	0.8979187
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	132	-0.4323590
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	134	-2.0262463
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	136	-2.3949126
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	138	-2.0958107
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	140	-1.4990950
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	142	-1.7891921
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	144	-1.4400123
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	146	-1.2495412
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	148	-1.3124599
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	150	-0.6742455
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	152	-0.6234654
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	154	-0.9130268
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	156	-1.3765868
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	158	-1.9224671
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	160	-2.3900055
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	162	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	164	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	166	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	168	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	170	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	172	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	174	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	176	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	178	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	180	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	182	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	184	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	186	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	188	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	190	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	192	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	194	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	196	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	198	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	200	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	202	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	204	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	206	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	208	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	A	A	-45.5343	174.9308	10.9068812	210	
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	0	-1.0412900
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	2	-1.1019777
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	4	-0.4558636
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	6	1.2556370
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	8	1.2115349
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	10	-0.4949837
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	12	-1.4870755
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	14	-2.5365964
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	16	-3.2227448
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	18	-3.9239900
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	20	-4.3508619
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	22	-4.2862624
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	24	-3.7578284
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	26	-4.1691380
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	28	-4.5184295
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	30	-4.8864261
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	32	-3.9919234
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	34	-3.5335898
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	36	-3.7302662
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	38	-3.3224339
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	40	-3.9805310
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	42	-4.0143743
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	44	-3.9446463
MD97-2120	MD97-2120	Pahnke and Sachs (2006)	doi:10.1029/2005PA001191	Pahnke et al. (2003)	doi:10.1126/science.1084451	S	A	-45.5343	174.9308	13.4463702	46	-4.4786058
